Date,Adj Close
2022-05-25,3346.173828125
2022-05-26,3388.470703125
2022-05-27,3385.282958984375
2022-05-30,3403.029541015625
2022-05-31,3471.114013671875
2022-06-01,3379.288330078125
2022-06-02,3403.790771484375
2022-06-03,3359.019775390625
2022-06-06,3322.812744140625
2022-06-07,3219.568115234375
2022-06-08,3198.681396484375
2022-06-09,3185.12158203125
2022-06-10,3198.062744140625
2022-06-13,3196.30224609375
2022-06-14,3218.997314453125
2022-06-15,3221.423583984375
2022-06-16,3226.181396484375
2022-06-17,3170.705322265625
2022-06-20,3270.4072265625
2022-06-21,3319.4833984375
2022-06-22,3294.654541015625
2022-06-23,3302.205078125
2022-06-24,3358.2509765625
2022-06-27,3348.329345703125
2022-06-28,3324.71044921875
2022-06-29,3295.138671875
2022-06-30,3355.395263671875
2022-07-01,3469.568359375
2022-07-04,3581.950439453125
2022-07-05,3539.504638671875
2022-07-06,3708.126220703125
2022-07-07,3688.234375
2022-07-08,3694.7197265625
2022-07-11,3673.859619140625
2022-07-12,3606.1982421875
2022-07-13,3606.682373046875
2022-07-14,3653.2900390625
2022-07-15,3725.646484375
2022-07-18,3654.064697265625
2022-07-19,3666.164306640625
2022-07-20,3705.706298828125
2022-07-21,3732.03515625
2022-07-22,3747.474365234375
2022-07-25,3761.46142578125
2022-07-26,3685.2333984375
2022-07-27,3731.11572265625
2022-07-28,3745.44189453125
2022-07-29,3775.497314453125
2022-08-01,3732.180419921875
2022-08-02,3666.841796875
2022-08-03,3649.273193359375
2022-08-04,3654.16162109375
2022-08-05,3569.995849609375
2022-08-08,3515.111328125
2022-08-10,3530.93798828125
2022-08-11,3523.7265625
2022-08-12,3542.5537109375
2022-08-16,3572.2705078125
2022-08-17,3586.54833984375
2022-08-18,3574.78759765625
2022-08-19,3545.26416015625
2022-08-22,3614.477294921875
2022-08-23,3616.689208984375
2022-08-24,3597.46875
2022-08-25,3585.130615234375
2022-08-26,3588.62060546875
2022-08-29,3645.1513671875
2022-08-30,3684.575439453125
2022-09-01,3655.474365234375
2022-09-02,3641.80859375
2022-09-05,3600.86083984375
2022-09-06,3547.9677734375
2022-09-07,3606.0712890625
2022-09-08,3610.7412109375
2022-09-09,3587.981689453125
2022-09-12,3609.954833984375
2022-09-13,3694.357666015625
2022-09-14,3683.838134765625
2022-09-15,3658.817138671875
2022-09-16,3578.199462890625
2022-09-19,3531.794921875
2022-09-20,3589.063232421875
2022-09-21,3702.173583984375
2022-09-22,3761.457275390625
2022-09-23,3732.7001953125
2022-09-26,3723.6552734375
2022-09-27,3759.6875
2022-09-28,3788.247802734375
2022-09-29,3799.357421875
2022-09-30,3778.26904296875
2022-10-03,3705.41796875
2022-10-04,3753.78857421875
2022-10-06,3704.041748046875
2022-10-07,3721.83642578125
2022-10-10,3733.8310546875
2022-10-11,3665.059814453125
2022-10-12,3699.568359375
2022-10-13,3720.804443359375
2022-10-14,3732.2578125
2022-10-17,3714.0205078125
2022-10-18,3703.353515625
2022-10-19,3704.9755859375
2022-10-20,3726.260498046875
2022-10-21,3728.767578125
2022-10-24,3737.763671875
2022-10-25,3650.509521484375
2022-10-27,3691.998291015625
2022-10-28,3714.0205078125
2022-10-31,3703.05859375
2022-11-01,3724.14697265625
2022-11-02,3661.176513671875
2022-11-03,3684.870361328125
2022-11-04,3740.07373046875
2022-11-07,4069.47607421875
2022-11-09,4104.9677734375
2022-11-10,4064.953369140625
2022-11-11,4029.560302734375
2022-11-14,4034.771240234375
2022-11-15,4069.574462890625
2022-11-16,4061.856689453125
2022-11-17,4055.6630859375
2022-11-18,4036.83544921875
2022-11-21,4050.599365234375
2022-11-22,4087.516845703125
2022-11-23,4085.10791015625
2022-11-24,4120.55029296875
2022-11-25,4113.1767578125
2022-11-28,4142.03173828125
2022-11-29,4213.11328125
2022-11-30,4288.76611328125
2022-12-01,4327.0595703125
2022-12-02,4358.17578125
2022-12-05,4329.12451171875
2022-12-06,4349.7705078125
2022-12-07,4319.4892578125
2022-12-08,4320.81640625
2022-12-09,4335.95703125
2022-12-12,4357.83154296875
2022-12-13,4351.93310546875
2022-12-14,4335.3671875
2022-12-15,4390.177734375
2022-12-16,4369.77734375
2022-12-19,4450.1982421875
2022-12-20,4433.04248046875
2022-12-21,4344.36279296875
2022-12-22,4317.4248046875
2022-12-23,4258.87841796875
2022-12-26,4301.59619140625
2022-12-27,4295.59912109375
2022-12-28,4312.017578125
2022-12-29,4275.001953125
2022-12-30,4234.8408203125
2023-01-02,4219.79833984375
2023-01-03,4170.3466796875
2023-01-04,4163.61181640625
2023-01-05,4240.494140625
2023-01-06,4285.57080078125
2023-01-09,4290.732421875
2023-01-10,4253.91357421875
2023-01-11,4241.5751953125
2023-01-12,4226.77880859375
2023-01-13,4263.0078125
2023-01-16,4236.95458984375
2023-01-17,4288.52001953125
2023-01-18,4319.63720703125
2023-01-19,4298.69580078125
2023-01-20,4246.14697265625
2023-01-23,4264.728515625
2023-01-24,4321.947265625
2023-01-25,4314.18017578125
2023-01-27,4306.56103515625
2023-01-30,4332.466796875
2023-01-31,4244.81982421875
2023-02-01,4297.2705078125
2023-02-02,4495.96337890625
2023-02-03,4550.8232421875
2023-02-06,4547.6767578125
2023-02-07,4529.19384765625
2023-02-08,4517.3466796875
2023-02-09,4559.1796875
2023-02-10,4544.77685546875
2023-02-13,4510.66162109375
2023-02-14,4522.31201171875
2023-02-15,4511.10400390625
2023-02-16,4494.93115234375
2023-02-17,4456.83447265625
2023-02-20,4378.7236328125
2023-02-21,4427.4384765625
2023-02-22,4408.90625
2023-02-23,4376.46240234375
2023-02-24,4367.6630859375
2023-02-27,4314.27880859375
2023-02-28,4386.53955078125
2023-03-01,4305.97119140625
2023-03-02,4320.12841796875
2023-03-03,4337.57958984375
2023-03-06,4247.03173828125
2023-03-08,4266.498046875
2023-03-09,4219.3564453125
2023-03-10,4238.3310546875
2023-03-13,4234.98828125
2023-03-14,4220.58544921875
2023-03-15,4171.57568359375
2023-03-16,4238.52783203125
2023-03-17,4289.01171875
2023-03-20,4258.82958984375
2023-03-21,4192.8115234375
2023-03-22,4172.90283203125
2023-03-23,4171.1826171875
2023-03-24,4129.15283203125
2023-03-27,4143.75244140625
2023-03-28,4129.2021484375
2023-03-29,4204.11767578125
2023-03-31,4249.29296875
2023-04-03,4251.16064453125
2023-04-05,4254.6015625
2023-04-06,4227.3193359375
2023-04-10,4194.482421875
2023-04-11,4205.248046875
2023-04-12,4199.2998046875
2023-04-13,4264.2001953125
2023-04-17,4338.60009765625
2023-04-18,4301.85009765625
2023-04-19,4293.85009765625
2023-04-20,4256.39990234375
2023-04-21,4327.7998046875
2023-04-24,4311.0
2023-04-25,4402.5498046875
2023-04-26,4405.0
2023-04-27,4415.85009765625
2023-04-28,4553.5498046875
2023-05-02,4511.0498046875
2023-05-03,4527.10009765625
2023-05-04,4587.0498046875
2023-05-05,4626.0
2023-05-08,4598.39990234375
2023-05-09,4595.14990234375
2023-05-10,4604.9501953125
2023-05-11,4635.14990234375
2023-05-12,4616.5
2023-05-15,4630.85009765625
2023-05-16,4606.89990234375
2023-05-17,4631.89990234375
2023-05-18,4564.35009765625
2023-05-19,4499.85009765625
2023-05-22,4498.9501953125
2023-05-23,4521.64990234375
2023-05-24,4519.7998046875
2023-05-25,4563.2998046875
2023-05-26,4596.2001953125
